Date,Bedfordshire and Hertfordshire,West Midlands,"Herefordshire, Worcestershire and Warwickshire",Shropshire and Staffordshire,"Gloucestershire, Wiltshire and Bath/Bristol area",Dorset and Somerset,Lancashire,West Yorkshire,Hampshire and Isle of Wight,Greater Manchester,"Surrey, East and West Sussex",Outer London - South,Cumbria,Northumberland and Tyne and Wear,East Anglia,East Wales,West Wales and The Valleys,Cheshire,Merseyside,Essex,Kent,Outer London - East and North East,Derbyshire and Nottinghamshire,Tees Valley and Durham,North Yorkshire,South Yorkshire,East Yorkshire and Northern Lincolnshire,Lincolnshire,Inner London - East,Outer London - West and North West,Devon,Cornwall and Isles of Scilly,"Berkshire, Buckinghamshire and Oxfordshire","Leicestershire, Rutland and Northamptonshire",Inner London - West
1995 Q2,1.0067063547572874,0.9939733856191405,1.0023831082025942,1.003908808215596,1.008440154923807,1.0047894953894836,1.0004702178437879,0.9963905335189693,1.0076499732245732,1.0059026261258335,1.0100822451170564,1.0112617913951172,1.0049855660031697,1.0019293877708333,1.0040026739528014,0.9935949766755692,1.0065697509500287,1.0106487614117121,0.991377970821559,1.005032037006967,1.0004109901525706,1.0138678596805797,1.0008759901423696,1.0064405657189879,1.0082990755458134,0.9932867289296882,1.0057421102901354,0.9989257727358257,1.0188061031252285,1.0167223481019723,0.9981126943578388,1.0131245656474521,1.0035332194050408,1.0157991998078808,1.008786103205711
1995 Q3,1.0029498774676475,0.9867804049243362,0.9984455280796389,0.994146216427743,1.0032003674693364,0.998782816749432,0.9924014840000799,0.9942052850899457,1.007774428364998,0.9934563981328874,1.0095409116315357,1.0106147576144644,0.9818922018217305,0.9947477745354839,1.0021762687948648,0.9897070721223237,0.9991585374063976,1.0080477097254614,0.9835336489152047,1.0027279305649615,0.9999083973501888,1.0023189983916836,0.9968323944479213,0.9942587602010857,0.9999131263979228,0.9898719077922228,0.9921127854399041,0.9955717938016531,1.021268622106728,1.0238634931172608,0.9954486859699826,1.0027342592428075,1.0028618043935997,1.008793117606766,1.0236646284766922
1995 Q4,1.0107161337342212,1.00019511896558,1.0074717045995942,1.003129634081604,1.0073601313147063,0.998090801348616,0.991346495950514,0.995119236683758,1.0145619870511184,0.9997032120606368,1.0131392864102864,1.019164840846456,0.9893250609160501,0.9988762705005519,1.0022138298737877,0.9875797218382321,0.9994644558209778,1.0053371448392936,0.9726747084257319,1.006175524158546,1.0045747553037454,1.0064463216832216,0.9960953080338091,1.0016821463735686,1.01462115740659,0.9964850498585581,0.9841444066324799,0.9947323796929218,1.038136953900124,1.0313999467318014,0.9901112073462514,1.0125271681291061,1.0118014686440482,1.0084832630686258,1.048139068966685
1996 Q1,1.011850889737464,0.9898592909768432,1.0049202122445875,0.9955956131594684,1.0112531949516694,1.0002517995765041,0.97865316623441,0.984745687606261,1.0198719922357877,1.0064753020774424,1.0222977601860315,1.0253510391383776,0.988725430577901,0.9886706809966449,0.9927223832580102,0.9861882872750026,0.9970322714402491,1.0059164607503706,0.9772506163436837,0.9987054243776022,1.0045721892660653,1.0144668568380513,0.9912766979398114,0.9899122929153764,0.9954478480694721,0.991823570084025,0.9824243306323017,0.9926287721107381,1.0612317740736432,1.0457879177696618,0.9939742376621482,1.0130202124343155,1.0173921571184834,1.0138668750742035,1.0481847133958175
1996 Q2,1.0228772147503984,0.9944646854795581,1.0199881061215528,1.0008288940165109,1.0260173993707367,1.0164906791281103,0.9808773264381865,0.9928150115294693,1.0310595664937896,1.000037450505152,1.0342013589171792,1.0459710904576252,0.9953108424175657,1.0041566521449927,1.004030373108327,1.0016643722214689,1.0048819926049022,1.0103074882596346,0.9840854879383348,1.0138537417136062,1.0153511674830753,1.034390971996974,1.0010283998949756,1.0042418371689523,1.002357007904502,0.987898145906409,0.9908198776453759,0.998216325371877,1.0701026115585655,1.063277242098887,1.006828913559086,1.0244317104822038,1.0292457254729235,1.0183614538908545,1.0682199069744094
1996 Q3,1.041805609561117,1.0016713273796665,1.0270268973728067,1.008796976653173,1.0338022306306063,1.0369351327683851,0.978952698542702,0.9857055935783249,1.0467373394495503,1.0029041946924577,1.0537022939411618,1.0587750051056208,0.9846362930525359,0.9986309748206004,1.012124965322193,1.009757033389169,1.0186759962130056,1.0108979077311477,0.9767554146223987,1.0275429824539617,1.0303960904809863,1.051040773370286,1.0056246440765095,0.995990973262373,1.0087424403835867,0.9920832500389504,0.9803943565852493,1.0098066113781634,1.0816366269874758,1.0798030113456587,1.007946635297891,1.040458903250046,1.0495152973161208,1.029381097336997,1.110370758827359
1996 Q4,1.067593419986203,1.019919118011994,1.0467196722285592,1.022898057218265,1.058016545166169,1.0489896909435457,0.9898834143342162,1.0050516757596903,1.071833324477982,1.0175086142777936,1.0825746518282353,1.0875718510932446,1.0080302054614196,1.0147901415176546,1.0312392468142646,1.0194631204898372,1.0233786033373453,1.0222715396556274,0.9884971927572428,1.0491033833481365,1.0476752133173792,1.076708298421364,1.0169242904679343,1.004933559788387,1.028916125784604,1.0066078971110983,0.9847367560992808,1.020521017401095,1.112825920102309,1.1059889826478992,1.0294762419460173,1.0573602255118595,1.0751658729555489,1.0497969789914525,1.1369235408162985
1997 Q1,1.0972260459110101,1.029649801440457,1.0618886832357626,1.0375748723216018,1.0760790729849714,1.0786930043530456,0.9962122415220488,1.0083240481968405,1.0961249694021988,1.0227487392401649,1.1097288743450406,1.1166233804974735,1.0058399159337097,1.016760325866136,1.040626337040865,1.0394184675300877,1.0298480159310097,1.0385145541222012,0.9934549637960118,1.0725541347894165,1.075705453902252,1.0985360253025145,1.0261584325244328,1.0017924838200842,1.0254548145261122,1.0115510730059944,0.980002561238711,1.0312816249247219,1.157108795498037,1.1375154485651982,1.0467299489740738,1.0787465982478652,1.1060266008388036,1.0661086594800193,1.1982334920849909
1997 Q2,1.1382139989584326,1.0485913340988606,1.0914412622063345,1.056469381838087,1.1067369115262018,1.1072120512465429,1.0091139633469788,1.0108694758404169,1.1323946672330207,1.0362315867021632,1.1504371180973867,1.1618398624454762,1.0343168312818842,1.0368612257602925,1.0699437074874054,1.0510964079331793,1.0525553076898158,1.0546989109264029,1.0116982276414699,1.1044916048808042,1.10571319211365,1.1400602418570571,1.046478781973444,1.0163303824709746,1.0515712432534325,1.0175770149395245,0.9928521980784701,1.0555911546233139,1.2002940304128153,1.2000589151777934,1.0680042477331078,1.1089333877882772,1.1482748493106527,1.0951418879793908,1.2585662973108593
1997 Q3,1.1778952899403987,1.0676408070092935,1.1228718910685636,1.0692879808080158,1.1339751342122844,1.1423232152920195,1.0196117272102105,1.0233911753045657,1.1734548032327083,1.0372507495478627,1.1973848984133333,1.2160012198320849,1.0447454252518733,1.0483933048364245,1.0966736848597087,1.0747011507753403,1.0558972874621768,1.074343722652194,1.0105227661919793,1.1355709571042738,1.1394448640332793,1.1719871207598838,1.0597575454052546,1.0203190817203942,1.0649640795801898,1.020777900226011,0.986720689618673,1.0671110216308461,1.2510030506833045,1.257509470028011,1.0968256472735753,1.1318012991830528,1.204084072460002,1.1123450556254342,1.3136134677832236
