Date,Bedfordshire and Hertfordshire,West Midlands,"Herefordshire, Worcestershire and Warwickshire",Shropshire and Staffordshire,"Gloucestershire, Wiltshire and Bath/Bristol area",Dorset and Somerset,Lancashire,North Yorkshire,West Yorkshire,Hampshire and Isle of Wight,Greater Manchester,"Surrey, East and West Sussex",Outer London - South,Inner London - East,Kent,Outer London - East and North East,Cumbria,Northumberland and Tyne and Wear,East Anglia,Essex,East Wales,West Wales and The Valleys,Cheshire,Merseyside,"Leicestershire, Rutland and Northamptonshire",Derbyshire and Nottinghamshire,Tees Valley and Durham,South Yorkshire,East Yorkshire and Northern Lincolnshire,Lincolnshire,Devon,Inner London - West,Outer London - West and North West,Cornwall and Isles of Scilly,"Berkshire, Buckinghamshire and Oxfordshire"
1995 Q2,1.0062376026226276,0.9931061694102958,1.0018351380962067,1.0027060124847633,1.0074751670020436,1.005435439431634,0.998506581053844,1.007556877347522,0.9962065514837779,1.006679561636841,1.007186360140254,1.0098916604045247,1.0118721049249613,1.0193051872231962,1.0007769681186423,1.0141322226223253,1.0067672428892422,1.003986415389189,1.0041782305044384,1.0044801275097244,0.9938214181407012,1.007446612298611,1.0135303997648242,0.9920641290885989,1.015591924553427,1.0011538432058602,1.0059185332486544,0.9965008178107333,1.0064836506676145,0.9983421233253059,0.9987626557230699,1.0083716109206127,1.0165906152256126,1.0104515312216986,1.002714848711689
1995 Q3,1.001949480883016,0.9879974605423799,0.9988636709227332,0.9939920929161419,1.0027112492936021,0.9974524483592235,0.9922478238889026,0.9975477046436801,0.9929504134236766,1.0072067674534606,0.9941544572370689,1.0082634626028495,1.011242757227361,1.0249581253315467,0.9982311651655693,1.0031545624941423,0.984287595459542,0.995240782553527,1.0023618477915381,1.003615988421435,0.9910107854189417,1.0003401259710154,1.0110069445650822,0.9812942313513381,1.0083924570204832,0.995834653091664,0.9937396747847769,0.9929298132831628,0.9922814988327121,0.9956188371514136,0.9945633732362956,1.024062246956279,1.0250462834579095,1.004033538639112,1.0029834725991997
1995 Q4,1.0102866333862812,0.9997329353783144,1.0092296463032886,1.0022903198760054,1.0069393930787098,0.9999487539121223,0.989406573697392,1.0133482181528224,0.9951555342235621,1.0140350563930107,1.0000834094268656,1.0139804871221196,1.0216547825412607,1.0405111722491114,1.0039708046213274,1.007120924385599,0.9911998792136224,0.9999976858787909,1.003577334083644,1.004770162054474,0.9865476069290192,1.0017030341220095,1.0077916864437062,0.9712223065930967,1.007757290300176,0.9961864179669208,1.0030748698700052,0.9982854315100671,0.9850576375916594,0.9949967753560881,0.9884823177982587,1.0477038938933603,1.0332994620062999,1.0163016133354317,1.0118554204786423
1996 Q1,1.011879548641031,0.990162586571078,1.004792444161681,0.9959632180203348,1.0119228571465886,1.001733385192068,0.9771557160428315,0.9925551597777708,0.9855104954961242,1.0197705651500506,1.0074298772795134,1.0241261826539292,1.0262906908091853,1.0650307746595424,1.0037871827009286,1.0153677655738695,0.9959022311629052,0.9900346529838844,0.992804894152433,1.0007389824008017,0.9872633977650735,0.9989387730036815,1.0086508911511978,0.9757003229566034,1.01346632978334,0.99112338868994,0.9918403692878364,0.9923441581355692,0.9824894705846594,0.9923161795737606,0.9930020036469156,1.0510198602495373,1.0467829904311456,1.015058762029426,1.0179201754564344
1996 Q2,1.0242122025373066,0.9963578342797954,1.0194479432043837,1.0004858432923267,1.0263882233856738,1.0167019545771392,0.9799728605462262,1.0031376338333726,0.9915934925399854,1.0308485223630692,1.0013239960012588,1.0343773974434176,1.0469693432859128,1.0724360950311342,1.0164741160213737,1.0351460548631763,0.9993255246656899,1.0055004775886698,1.0042594280155845,1.014352130684798,1.0024251292986397,1.0083729947921802,1.0144058446691806,0.9832574297231654,1.0183069919422283,1.000922847856734,1.0046555029894104,0.9902999656286083,0.991240154274923,1.0002012893150527,1.007483404148293,1.0717696268584433,1.0643297545571588,1.024688542696163,1.0296371555649395
1996 Q3,1.042253865057011,1.0018492364173526,1.0267874995479878,1.0076543972636456,1.0346445991461113,1.0361827925018634,0.978407041745516,1.0057036676994788,0.9849089346992268,1.046254197836834,1.0042843257359289,1.053865984526627,1.061642593429194,1.084777832613713,1.0309957292208551,1.0512479649321151,0.9859220578729303,0.9997119240291316,1.012838969240508,1.0274998389415577,1.0108158955292923,1.0219473222332898,1.0135372300173209,0.9771445663960665,1.0293079797445608,1.0049509992694545,0.9970795037680756,0.9941484524962266,0.9804580789282755,1.009272899206452,1.0075435613773438,1.1137286760949492,1.0812143691538925,1.042888235750787,1.0497762530023347
1996 Q4,1.0682775572817982,1.0205200848845877,1.0466345836604225,1.022468199256443,1.057388471244845,1.0506499498422146,0.9890417803992128,1.0261721946689897,1.0041914302448254,1.0710457054056997,1.0175962390771651,1.0834502714892962,1.0890052678366906,1.1157639074214265,1.048376688956,1.0779513052667284,1.008028793608132,1.0175390324094622,1.0316723109339676,1.050437733660287,1.020632772299711,1.0253879731694335,1.025279920081369,0.989920506955898,1.048013902936924,1.0164148909724842,1.0039062016084543,1.0087014683611122,0.9859280915908876,1.0202334757021512,1.0280671853980288,1.1374582691140143,1.1077212277940807,1.0561804393813166,1.0748239303483678
1997 Q1,1.0972009176578288,1.0293671087060496,1.0620011680744688,1.036170842474392,1.076398746773255,1.078590102118938,0.9940683295651777,1.025063970292119,1.0094144618068426,1.0954785778502993,1.0230885130250362,1.1106821548042467,1.118428243521264,1.1578250339043576,1.0771747960568958,1.0990097185615018,1.007496504998351,1.0188518496337207,1.0427300323640591,1.071842179892146,1.0403457634320814,1.030342008702637,1.0416767145809178,0.9921939256606137,1.0665653373862962,1.0255927525838864,1.003220001661185,1.0131341402285,0.9809858659259512,1.030718936689844,1.0460685556502751,1.1971065579715179,1.1390771286087369,1.0791456882887638,1.1066988393579493
1997 Q2,1.1361344207009785,1.0478247661466706,1.0909554064039428,1.0552028275783631,1.1063534589771393,1.1078293416858525,1.0069192618429017,1.0509549814490948,1.011233445188,1.1314829294700683,1.0357143863648735,1.1510867572906702,1.1635084001452434,1.2007554338367503,1.1050337048127885,1.140272453114621,1.038172873824457,1.037321736472887,1.0693710624459274,1.1047259314930944,1.0530099573796068,1.054526400957909,1.0576717464442318,1.0096996008487054,1.0956945052527087,1.0454872204603576,1.0150673136896438,1.0202941830926453,0.9924338227744474,1.0548176294612488,1.0675828328667738,1.2548446755549196,1.198583149646175,1.1077437927239095,1.148033966175757
1997 Q3,1.1762934568293448,1.0672481312829016,1.121150832088915,1.0672519226849149,1.1334515665703162,1.1423595993946458,1.0190275779810076,1.06375027841856,1.0231767611322466,1.172622855198713,1.0371071421882414,1.1961565793340636,1.2162849475508855,1.2507759974421329,1.1389566815543049,1.1723628019546586,1.0466829573302778,1.051316204410646,1.0966875217546634,1.1345097396562585,1.07439909031255,1.0585487512250265,1.0754347938653614,1.0102477797957041,1.1106971178460947,1.0599347447020362,1.0211510543749307,1.0240403125367088,0.9871960037570661,1.0661910775836627,1.095437222101922,1.3104439228831035,1.2562409978277107,1.129070211221135,1.2035882551387582
