Date,United Kingdom,England,Wales,London Effect
1995 Q2,1.0056524698426352,1.0060256026120231,0.9999545995298746,1.0029958126165015
1995 Q3,1.0005774480869285,1.0006181618408403,0.9953546368193302,0.9963672418641484
1995 Q4,1.0098735612765686,1.0102192064250992,0.9946446060567655,1.0036311912163975
1996 Q1,1.0084109224077136,1.0087829786057685,0.9929477442881597,1.0013334995393541
1996 Q2,1.0189522080118538,1.0194030222514223,1.002855698157499,1.0097693100015608
1996 Q3,1.0271833638835322,1.0274445605844418,1.01347915470176,1.0168791169541938
1996 Q4,1.0472210901989147,1.0479394873182943,1.0217192963334143,1.0358232051819698
1997 Q1,1.063793978430285,1.0646863032073886,1.0320729981586645,1.0514199776737903
1997 Q2,1.0901431297529645,1.0915765816069503,1.0501174322801246,1.0749508713803864
1997 Q3,1.114165246930446,1.1161264027229194,1.0622450339925342,1.096781784597471
1997 Q4,1.1423524374838943,1.1447524791464343,1.0787159200862593,1.123474487018119
1998 Q1,1.161086868897526,1.163922768717257,1.08874020179579,1.1411658937041567
1998 Q2,1.1879058168142878,1.1911391681547883,1.108283932938484,1.1652943140356564
1998 Q3,1.2093975120386464,1.2130535047780322,1.1179703133111536,1.1852327039879051
1998 Q4,1.2301389278021853,1.2337972409526405,1.135446407203513,1.2056263426661011
1999 Q1,1.242655098910306,1.2466686611759223,1.139212622993661,1.2170419669432855
1999 Q2,1.2752163988080658,1.2797820426302786,1.1605709007950282,1.2469164308512906
1999 Q3,1.314015825524049,1.3193164027012445,1.1822293478442365,1.2819278447955962
1999 Q4,1.3629299094547613,1.3693748350281671,1.2120802408431788,1.3265258365818642
2000 Q1,1.404944168327488,1.4124196226219465,1.2338475579165047,1.363807374368685
2000 Q2,1.45840317710018,1.467115734193154,1.2653032389453047,1.414010340140818
2000 Q3,1.4962042637121657,1.5060055717151382,1.2880641474663346,1.4510647686114106
2000 Q4,1.52192296868503,1.5316082478890283,1.3095299520429,1.4769146496410552
2001 Q1,1.5490789150714686,1.5594046083946045,1.3173869187646317,1.5009008843372706
2001 Q2,1.6047193157514903,1.6154660344828526,1.3590401988028562,1.5552093450705806
2001 Q3,1.6586477237969977,1.6700905933903816,1.4034302297203742,1.6061042376239782
2001 Q4,1.704656359641088,1.7173306264815063,1.4294704930849538,1.6512703724434166
2002 Q1,1.7475442672702937,1.7606057540215492,1.4669405943075342,1.69330330558501
2002 Q2,1.8421923045131745,1.855791177055132,1.541951052939291,1.7872641032244185
2002 Q3,1.951580957760047,1.9654330758246334,1.6423939176396571,1.8964113947719
2002 Q4,2.0479234332278904,2.062924924599495,1.7233893387450312,1.994614186830959
2003 Q1,2.1144545384620934,2.1293608306439835,1.7937758656777094,2.0620979368427
2003 Q2,2.1893819991371,2.203538467749323,1.8954177555504876,2.1422225946424813
2003 Q3,2.2473854822980646,2.2593299279426415,1.9892136333504458,2.207221001878239
2003 Q4,2.31819215903571,2.328868821487546,2.0929084697186107,2.281403913983646
2004 Q1,2.3749614646980355,2.3842023038418936,2.186821112407405,2.3428991159827546
2004 Q2,2.4863749967100413,2.494191736961251,2.3432826951830976,2.4581073973966365
2004 Q3,2.573330122482964,2.5795618206392663,2.480940110014509,2.5505809308514227
