"","Date","England","Wales"
"1",1996-01-01,1.02409414643636,1.01280059373687
"2",1997-01-01,1.10397869723605,1.06057086047448
"3",1998-01-01,1.19844482851376,1.11852563455878
"4",1999-01-01,1.30357908076149,1.18259945194335
"5",2000-01-01,1.47428947682963,1.28212656614229
"6",2001-01-01,1.63486686257553,1.38807561700525
"7",2002-01-01,1.89903160135201,1.59866214421524
"8",2003-01-01,2.21283843589783,1.94536489998227
"9",2004-01-01,2.48528415248243,2.35540933760789
"10",2005-01-01,2.64452079707665,2.57997960210827
"11",2006-01-01,2.80959584688265,2.73765335768129
"12",2007-01-01,3.03837229206482,2.91229326673253
"13",2008-01-01,3.0097627227193,2.86946756656319
"14",2009-01-01,2.77939242767735,2.69011254747329
"15",2010-01-01,2.91751831265265,2.76171874728644
"16",2011-01-01,2.89752367855223,2.71540390468723
"17",2012-01-01,2.93046085688089,2.70328357423147
"18",2013-01-01,3.01919153018719,2.73509579443942
"19",2014-01-01,3.22924368382445,2.84051092724623
"20",2015-01-01,3.42340213223851,2.92281435070892
"21",2016-01-01,3.64042142964836,3.03791740893482
"22",2017-01-01,3.80937280510493,3.14497555186334
"23",2018-01-01,3.92992589875048,3.29923667974567
"24",2019-01-01,3.9794348481481,3.41327662527317
